id,answer
1,f
2,t
3,f
4,t
5,f
6,f
7,t
8,t
9,t
10,t
11,t
12,f
13,t
14,t
15,f
16,f
17,t
18,t
19,t
20,t
21,f
22,f
23,t
24,f
25,f
26,t
27,f
28,t
29,f
30,f
31,f
32,t
33,f
34,f
35,t
36,t
37,f
38,t
39,f
40,f
41,f
42,t
43,f
44,t
45,f
